KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_KeSaSqC,FirstContactSC: {FirstContactSC}\nFarmMission1: {FarmMission1} | | FieldMission1: {FieldMission1}\nFarmMission2: {FarmMission2}\nFarmMission3: {FarmMission3} | | FieldMission3: {FarmMission4} | | FieldMission4: {FarmMission4}\nFarmMission5} | | FieldMission5: {FieldWTLUdoNotShowAgain: {QuestWTLUdoNotShowAgain}\nIsUsingArchive: {IsUsingArchive} | | IsInDialogue Ферма (IsInDialogue) Оригинальное название: IsInDialogue Поле: {IsInDialogueField},,,,,,,,,,,,,,,,
dialogue_GiaaiM0,Перезагрузить все миссии,,,,,,,,,,,,,,,,
dialogue_OOuKq4C,Активировать все сельскохозяйственные миссии,,,,,,,,,,,,,,,,
dialogue_KOqGGmW,Активировать все полевые миссии,,,,,,,,,,,,,,,,
dialogue_aCiG8u8,Активировать VH,,,,,,,,,,,,,,,,
dialogue_89a86qK,<color=#ffffff> Приватное примечание: </color> Обязательство по документации выполнено,,,,,,,,,,,,,,,,
dialogue_80BiSqm,"@d0 @q0 Как я просил несколько раз, я сохранил все военные выводы об артефактах, а также оценки рисков нашей работы в базе данных отчетности сети. @w2 Записи могут быть <color=#ffffff> доступны для всех консолей</color> в сети на всех лунах. @w2 Надеюсь. @w2 Однако я не собираюсь добавлять какие-либо научные доклады. @w2 Я не делаю работу ногами для других, чтобы взять кредит, пока я не буду готов опубликовать. @w2 Надеюсь, что к настоящему моменту у них хотя бы разблокирован доступ к консолям для меня повсюду...",,,,,,,,,,,,,,,,
dialogue_mmWe0Eu,<color=#00ffff>Обзор планеты</color>,,,,,,,,,,,,,,,,
dialogue_Oq8u8CW,"@d0 @q0 База данных содержит основную информацию о животных и растениях на этой Луне. Примечание: Это база данных, администрируемая пользователем. Никакой гарантии полноты или правильности записей!",,,,,,,,,,,,,,,,
dialogue_0ma80m1,Коронный сектор (газовый гигант),,,,,,,,,,,,,,,,
dialogue_OuWmO0S,Акуа (Температивная Луна),,,,,,,,,,,,,,,,
dialogue_CKaS04m,Ningues (Снежная Луна),,,,,,,,,,,,,,,,
dialogue_CC0G4i4,Скиллон (Баррен Мун),,,,,,,,,,,,,,,,
dialogue_0SO87e0,Масперон (Чужая болотная луна),,,,,,,,,,,,,,,,
dialogue_SiqCSW0,Омикрон (Планета Прерий),,,,,,,,,,,,,,,,
dialogue_Su0i0KC,Вернуться в Главное меню,,,,,,,,,,,,,,,,
dialogue_qqCi48S,"@d0 @q0 Корона была названа нашими предками. Расположение четырех лун вблизи газового гиганта предполагает неестественное происхождение. Почему древние обосновались в этой системе, возможно, больше, чем просто совпадение, которое мы всегда предполагали. Артефакты, которые распределены по этой системе крошечных лун, были изучены очень подробно с начала космической эры многими членами академии, чтобы понять их назначение и происхождение. Теперь, видимо, моя очередь.\n<i> - Таш Аки Тален</i>",,,,,,,,,,,,,,,,
dialogue_uQaCCG4,"@d0 @q0Akua, пышная сестра четырех лун газового гиганта «Корона». Это говорит как за, так и против бесстрашных ученых и исследователей, выходящих в его зеленые леса или дайвинга и рыбалки в одном из его многочисленных озер. Погода часто отличная. Температура воды приемлема. Есть несколько очень опасных существ вокруг обломков и в болотах и болотах. В противном случае, много травоядных. Почти место для отдыха, если это то, что вы предпочитаете. Tash Aki Talen</i>\n <color=#ffffff>Уровень риска </color>: Очень низкий",,,,,,,,,,,,,,,,
dialogue_GSKe0WW,"@d0 @q0 Нингуэ, по крайней мере для этого скромного исследователя, оказался скучным. Только лед и снег, насколько может видеть глаз. Есть некоторые области Тундры, посыпанные деревьями и травой, но мое исследование здесь вызвало истощение, а не разжигание воображения. Уровень риска</color>: Умеренный",,,,,,,,,,,,,,,,
